Latitud,Longitud,Calle,Colonia,Municipio,Estado,CP
227.493.564,-1.025.819.117,Calle Cerro de la Araña,No especificada,Zacatecas,Zacatecas,98085
227.442.136,-102.595.644,Avenida Montes Apalaches,No especificada,Zacatecas,Zacatecas,98087
227.456.651,-1.025.934.865,Calle La Mesilla,No especificada,Zacatecas,Zacatecas,98085
227.378.716,-1.026.045.108,Calle Monte Pisis,No especificada,Zacatecas,Zacatecas,98087
227.413.094,-102.581.902,Calle no registrada,No especificada,Zacatecas,Zacatecas,98085
227.486.264,-1.025.879.595,Calle Sierra De Cuale,No especificada,Zacatecas,Zacatecas,98085
227.431.985,-1.025.942.642,Calle Cerro de las Campanas,No especificada,Zacatecas,Zacatecas,98085
227.459.878,-1.025.937.036,Calle La Mesilla,No especificada,Zacatecas,Zacatecas,98085
227.460.526,-1.025.871.808,Calle no registrada,No especificada,Zacatecas,Zacatecas,98085
227.481.525,-1.025.844.474,Calle Cerro de la Virgen,No especificada,Zacatecas,Zacatecas,98085
227.474.581,-1.025.880.864,Calle Sierra De Tecuán,No especificada,Zacatecas,Zacatecas,98085
227.389.094,-1.026.013.969,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.477.844,-102.584.173,Calle Cerro de las Ventanas,No especificada,Zacatecas,Zacatecas,98085
22.740.661,-1.025.995.116,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.503.303,-102.588.738,Calle no registrada,No especificada,Zacatecas,Zacatecas,98085
2.273.657,-1.025.914.193,Calle del Rey,No especificada,Zacatecas,Zacatecas,98085
227.392.988,-102.591.794,Calle Purísima,No especificada,Zacatecas,Zacatecas,98085
22.750.084,-1.025.853.719,Calle Sierra de Mapimi,No especificada,Zacatecas,Zacatecas,98085
227.453.739,-1.025.906.208,Calle Mesa Chinampas,No especificada,Zacatecas,Zacatecas,98085
227.459.135,-1.025.833.669,Calle Virgen Milagrosa,No especificada,Zacatecas,Zacatecas,98085
227.387.287,-1.026.021.037,Calle Monte de la Gloria,No especificada,Zacatecas,Zacatecas,98087
227.478.851,-1.025.903.945,Calle Sierra Nevada,No especificada,Zacatecas,Zacatecas,98085
227.382.145,-1.025.946.909,Calle no registrada,No especificada,Zacatecas,Zacatecas,98085
227.416.163,-1.025.846.941,Calle Cofia,No especificada,Zacatecas,Zacatecas,98085
227.393.069,-102.591.052,Calle San Pascual,No especificada,Zacatecas,Zacatecas,98085
227.425.571,-1.025.925.641,Calle Cerro Colli,No especificada,Zacatecas,Zacatecas,98085
227.465.521,-1.025.912.451,Calle Sierra Mazamitla,No especificada,Zacatecas,Zacatecas,98085
227.402.632,-1.025.947.578,Calle Cerrito de Jerez,No especificada,Zacatecas,Zacatecas,98085
227.383.666,-1.025.898.542,Calle Purísima,No especificada,Zacatecas,Zacatecas,98085
227.614.175,-1.025.914.593,Calle Juan Amador,No especificada,Zacatecas,Zacatecas,98087
227.706.812,-1.026.088.684,Avenida Nezahualcóyotl,No especificada,Zacatecas,Zacatecas,98047
227.708.906,-1.026.028.211,Calle Brigada Zaragoza,No especificada,Zacatecas,Zacatecas,98047
227.602.095,-1.025.978.311,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.617.593,-1.026.032.806,Calle Tránsito Pesado,No especificada,Zacatecas,Zacatecas,98087
227.724.459,-1.025.925.214,Calle Huicholes,No especificada,Zacatecas,Zacatecas,98047
227.604.093,-1.025.926.068,Calle Antonio Salanueva,No especificada,Zacatecas,Zacatecas,98087
22.773.788,-1.026.075.788,Calle Batalla Molino del Rey,No especificada,Zacatecas,Zacatecas,98047
227.630.249,-1.025.985.327,Calle Emiliano Zapata,No especificada,Zacatecas,Zacatecas,98087
22.761.398,-1.025.917.728,Calle Luis de la Rosa Oteyza,No especificada,Zacatecas,Zacatecas,98087
22.764.005,-1.026.031.074,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.617.374,-1.025.968.486,Calle Crisantemas,No especificada,Zacatecas,Zacatecas,98087
227.715.194,-1.026.070.393,Heberto Castillo Martinez,No especificada,Zacatecas,Zacatecas,98047
227.650.548,-1.026.044.822,Calle Emiliano Zapata,No especificada,Zacatecas,Zacatecas,98087
227.657.285,-102.602.404,Calle Niños Héroes,No especificada,Zacatecas,Zacatecas,98087
227.690.901,-1.026.064.788,Calle Ford,No especificada,Zacatecas,Zacatecas,98047
227.698.349,-1.026.082.435,Calle Eduwiges de Avila,No especificada,Zacatecas,Zacatecas,98047
227.694.091,-1.026.048.672,Privada Casildo Caldera,No especificada,Zacatecas,Zacatecas,98047
227.592.962,-102.594.054,Calle Francisco Alatorre,No especificada,Zacatecas,Zacatecas,98087
227.736.786,-1.026.020.416,Calle Cadete Fernando Montes de Oca,No especificada,Zacatecas,Zacatecas,98047
22.771.828,-102.612.452,Avenida Nezahualcóyotl,No especificada,Zacatecas,Zacatecas,98047
227.715.539,-1.025.935.893,Avenida Nezahualcóyotl,No especificada,Zacatecas,Zacatecas,98053
22.758.158,-102.594.814,Calle Jesús Mejía,No especificada,Zacatecas,Zacatecas,98087
227.651.984,-1.025.954.476,Calle Capuchinas,No especificada,Zacatecas,Zacatecas,98087
227.733.759,-1.026.055.163,Calle Héroes de Chapultepec,No especificada,Zacatecas,Zacatecas,98047
227.586.173,-1.025.996.958,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.693.232,-1.026.001.634,Calle no registrada,No especificada,Zacatecas,Zacatecas,98047
227.618.465,-1.025.989.933,Calle 20 de Noviembre,No especificada,Zacatecas,Zacatecas,98087
227.671.433,-1.026.014.956,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.729.327,-1.026.059.728,Calle no registrada,No especificada,Zacatecas,Zacatecas,98047
227.713.016,-1.025.923.988,Calle Toltecas,No especificada,Zacatecas,Zacatecas,98053
227.706.744,-1.025.963.674,Calle Tomás Alva Edison,No especificada,Zacatecas,Zacatecas,98047
227.702.615,-1.025.985.856,Calle Doroteo Arango,No especificada,Zacatecas,Zacatecas,98047
227.587.574,-1.025.937.223,Calle Francisco Alatorre,No especificada,Zacatecas,Zacatecas,98087
227.717.931,-1.026.036.256,Avenida Nezahualcóyotl,No especificada,Zacatecas,Zacatecas,98047
227.582.032,-1.025.946.535,Andador L-4,No especificada,Zacatecas,Zacatecas,98087
227.678.117,-1.026.060.804,Calle Chevrolet,No especificada,Zacatecas,Zacatecas,98047
227.652.426,-1.025.979.796,Calle Gladiolas,No especificada,Zacatecas,Zacatecas,98087
227.693.303,-102.613.139,Netzahualcóyotl,No especificada,Zacatecas,Zacatecas,98047
227.607.651,-102.597.766,Calle Malvas,No especificada,Zacatecas,Zacatecas,98087
227.672.809,-1.025.970.175,Calle Lirios,No especificada,Zacatecas,Zacatecas,98087
227.585.812,-1.025.990.699,Calle Independencia,No especificada,Zacatecas,Zacatecas,98087
227.673.957,-1.026.055.815,Calle Chrysler,No especificada,Zacatecas,Zacatecas,98047
227.681.367,-1.026.041.912,Privada Guatemala,No especificada,Zacatecas,Zacatecas,98047
227.703.074,-102.602.132,Calle Brigada Benito Juárez,No especificada,Zacatecas,Zacatecas,98047
227.706.886,-102.602.289,Calle Doroteo Arango,No especificada,Zacatecas,Zacatecas,98047
227.722.602,-1.026.021.467,Calle Brigada Robles,No especificada,Zacatecas,Zacatecas,98047
227.642.346,-1.025.959.403,Avenida Begonias,No especificada,Zacatecas,Zacatecas,98087
2.276.083,-1.025.962.645,Azhares,No especificada,Zacatecas,Zacatecas,98087
227.598.636,-1.025.910.709,Calle Tratado de la Soledad,No especificada,Zacatecas,Zacatecas,98087
227.432.556,-102.620.859,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.417.192,-1.026.228.988,Calle no registrada,No especificada,No especificado,Zacatecas,98160
227.565.087,-1.025.956.521,Tránsito Pesado,No especificada,Zacatecas,Zacatecas,98087
227.563.299,-1.026.029.041,Constelación de Cancer,No especificada,Zacatecas,Zacatecas,98087
22.748.879,-1.026.081.709,Calle Gladiolas Sur,No especificada,Zacatecas,Zacatecas,98087
227.486.408,-1.026.074.091,Calle Ciencias Naturales,No especificada,Zacatecas,Zacatecas,98087
227.535.773,-1.026.158.377,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.511.752,-1.025.964.768,Calle Francisco I. Madero,No especificada,Zacatecas,Zacatecas,98087
227.631.493,-1.026.113.478,Calle San Patricio,No especificada,Zacatecas,Zacatecas,98087
227.513.742,-1.026.193.862,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.524.294,-1.026.109.584,Calle Sóstenes,No especificada,Zacatecas,Zacatecas,98087
227.574.139,-102.617.513,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.435.575,-1.026.222.409,Autosuficiencia,No especificada,Zacatecas,Zacatecas,98087
227.586.944,-1.026.174.434,Calle no registrada,No especificada,Zacatecas,Zacatecas,98160
22.752.452,-1.026.102.492,Calle Tulipanes Norte,No especificada,Zacatecas,Zacatecas,98087
227.469.854,-1.026.093.504,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.564.711,-1.026.035.412,Calle La Central,No especificada,Zacatecas,Zacatecas,98087
227.457.463,-1.026.114.388,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.561.602,-1.026.168.598,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.519.934,-1.025.999.552,Calle del Titanio,No especificada,Zacatecas,Zacatecas,98087
227.634.577,-1.026.162.971,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.528.782,-1.026.017.748,Segunda de Matamoros,No especificada,Zacatecas,Zacatecas,98087
227.550.829,-1.026.054.344,Calle Almendro,No especificada,Zacatecas,Zacatecas,98087
227.486.084,-1.026.155.297,Calle Noruega,No especificada,Zacatecas,Zacatecas,98087
227.494.572,-1.026.113.801,Calle Ciencias Sociales,No especificada,Zacatecas,Zacatecas,98087
227.658.867,-1.026.177.796,Calle no registrada,No especificada,Zacatecas,Zacatecas,98160
227.517.063,-1.026.095.669,Calle Rosas Norte,No especificada,Zacatecas,Zacatecas,98087
227.563.229,-1.026.114.101,Calle Lirios,No especificada,Zacatecas,Zacatecas,98087
227.659.234,-1.026.140.006,Calle no registrada,No especificada,Zacatecas,Zacatecas,98047
227.642.397,-1.026.160.662,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.494.901,-1.026.009.865,Calle Torrecillas,No especificada,Zacatecas,Zacatecas,98087
227.470.246,-1.026.171.099,Calle Irlanda,No especificada,Zacatecas,Zacatecas,98087
227.544.065,-1.026.045.263,Calle Peral,No especificada,Zacatecas,Zacatecas,98087
227.624.062,-1.026.071.684,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.679.411,-1.026.145.682,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.608.561,-1.026.188.561,Calle no registrada,No especificada,Zacatecas,Zacatecas,98160
227.447.187,-1.026.210.014,Autosuficiencia,No especificada,Zacatecas,Zacatecas,98087
227.589.875,-1.026.091.165,Calle Santa Martha,No especificada,Zacatecas,Zacatecas,98087
227.456.999,-1.026.163.323,Calle Marruecos,No especificada,Zacatecas,Zacatecas,98087
227.493.913,-1.026.070.347,Calle Primero de Mayo,No especificada,Zacatecas,Zacatecas,98087
227.659.812,-102.612.385,Calle no registrada,No especificada,Zacatecas,Zacatecas,98047
227.485.971,-1.026.014.226,Privada Torrecillas,No especificada,Zacatecas,Zacatecas,98087
227.562.693,-1.026.109.286,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.658.612,-1.026.174.273,Calle no registrada,No especificada,Zacatecas,Zacatecas,98047
227.540.262,-102.616.165,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.528.036,-1.026.039.159,Nogal,No especificada,Zacatecas,Zacatecas,98087
227.534.943,-1.026.161.399,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
22.751.679,-1.025.953.742,Calle Antiguo Camino de la Cuartilla,No especificada,Zacatecas,Zacatecas,98087
227.528.431,-1.025.998.371,Calle Platino,No especificada,Zacatecas,Zacatecas,98087
227.600.797,-1.026.148.749,Sta. Magdalena,No especificada,Zacatecas,Zacatecas,98087
227.657.651,-1.026.390.572,Calle no registrada,No especificada,No especificado,Zacatecas,98047
227.643.919,-1.026.380.495,Calle no registrada,No especificada,No especificado,Zacatecas,98160
227.722.947,-1.026.268.566,De Las Margaritas,No especificada,Zacatecas,Zacatecas,98047
227.672.605,-1.026.233.843,Calle no registrada,No especificada,Zacatecas,Zacatecas,98047
227.682.117,-1.026.398.811,Calle Ojo de Agua,No especificada,No especificado,Zacatecas,98160
227.730.432,-1.026.243.784,Callejón de Las Flores,No especificada,Zacatecas,Zacatecas,98160
227.677.832,-1.026.247.878,Calle Santa Clara de Asís,No especificada,Zacatecas,Zacatecas,98047
227.669.121,-1.026.445.876,Calle no registrada,No especificada,No especificado,Zacatecas,98047
22.763.738,-10.263.121,Calle no registrada,No especificada,No especificado,Zacatecas,98160
227.726.759,-1.026.206.834,Avenida Jazmín,No especificada,Zacatecas,Zacatecas,98160
227.619.387,-1.026.361.179,Calle no registrada,No especificada,No especificado,Zacatecas,98047
227.634.526,-102.634.754,Calle no registrada,No especificada,No especificado,Zacatecas,98160
227.682.365,-1.026.238.595,Avenida Parroquia,No especificada,Zacatecas,Zacatecas,98160
227.689.848,-1.026.226.663,Las 3 Marías,No especificada,Zacatecas,Zacatecas,98160
22.768.399,-102.621.529,Calle no registrada,No especificada,Zacatecas,Zacatecas,98160
227.693.395,-1.026.287.879,De Las Margaritas,No especificada,Zacatecas,Zacatecas,98047
227.640.127,-102.638.013,Calle no registrada,No especificada,No especificado,Zacatecas,98160
227.639.485,-1.026.407.998,Calle de La Montaña,No especificada,No especificado,Zacatecas,98160
227.716.082,-1.026.265.505,De Las Margaritas,No especificada,Zacatecas,Zacatecas,98160
227.668.301,-1.026.358.982,Calle no registrada,No especificada,No especificado,Zacatecas,98160
227.642.085,-1.026.317.537,Calle Universidad Autónoma de Querétaro,No especificada,No especificado,Zacatecas,98047
22.767.192,-1.026.319.744,Calle Facultad de Leyes,No especificada,No especificado,Zacatecas,98160
227.611.552,-1.026.313.586,Calle no registrada,No especificada,No especificado,Zacatecas,98087
227.617.232,-1.026.288.366,Calle no registrada,No especificada,No especificado,Zacatecas,98087
22.765.481,-1.026.356.218,Avenida Universidad Autónoma de Zacatecas,No especificada,No especificado,Zacatecas,98160
227.727.028,-1.026.268.798,Carretera Guadalajara - Zacatecas,No especificada,Zacatecas,Zacatecas,98160
2.276.264,-1.026.329.144,Calle no registrada,No especificada,No especificado,Zacatecas,98047
22.768.491,-1.026.388.762,Calle Ojo de Agua,No especificada,No especificado,Zacatecas,98160
227.685.313,-1.026.264.928,Calle no registrada,No especificada,Zacatecas,Zacatecas,98047
227.649.264,-1.026.318.032,Avenida Universidad Autónoma de Zacatecas,No especificada,No especificado,Zacatecas,98047
227.666.525,-1.026.448.915,Calle no registrada,No especificada,No especificado,Zacatecas,98160
227.646.993,-1.026.346.106,Calle Universidad Hispanoamericana,No especificada,No especificado,Zacatecas,98047
227.668.154,-1.026.232.825,Calle no registrada,No especificada,Zacatecas,Zacatecas,98047
227.655.996,-1.026.259.343,Calle no registrada,No especificada,Zacatecas,Zacatecas,98047
227.718.212,-1.026.264.078,De Las Margaritas,No especificada,Zacatecas,Zacatecas,98047
227.663.241,-1.026.372.069,Calle no registrada,No especificada,No especificado,Zacatecas,98047
227.643.622,-1.026.310.959,Calle Universidad Anáhuac,No especificada,No especificado,Zacatecas,98160
227.623.612,-102.627.152,Calle no registrada,No especificada,No especificado,Zacatecas,98160
227.667.602,-1.026.413.389,Calle no registrada,No especificada,No especificado,Zacatecas,98047
227.718.849,-102.628.124,Arturo Romo Gutiérrez,No especificada,Zacatecas,Zacatecas,98160
227.658.733,-1.026.329.871,Calle Ciencias Políticas,No especificada,No especificado,Zacatecas,98047
227.639.617,-1.026.286.884,Avenida Universidad Autónoma de Zacatecas,No especificada,No especificado,Zacatecas,98047
227.707.124,-1.026.245.896,Calle Las Flores,No especificada,Zacatecas,Zacatecas,98160
227.627.779,-1.026.365.111,Calle no registrada,No especificada,No especificado,Zacatecas,98160
227.636.195,-1.026.347.649,Calle no registrada,No especificada,No especificado,Zacatecas,98047
227.640.378,-102.629.479,Calle no registrada,No especificada,No especificado,Zacatecas,98087
227.671.528,-1.026.275.654,Calle no registrada,No especificada,Zacatecas,Zacatecas,98047
2.276.795,-1.026.508.849,Calle no registrada,No especificada,No especificado,Zacatecas,98160
22.790.733,-1.026.331.938,Calle Teodoro Batalla,No especificada,No especificado,Zacatecas,98047
227.869.055,-1.026.310.965,Calle no registrada,No especificada,No especificado,Zacatecas,98047
227.731.045,-102.638.441,Av. Valle Real,No especificada,No especificado,Zacatecas,98160
227.734.772,-1.026.370.674,Valle de Baztán,No especificada,Zacatecas,Zacatecas,98047
227.938.915,-1.026.288.821,Carretera Fresnillo-Zacatecas,No especificada,No especificado,Zacatecas,98047
227.720.433,-1.026.394.013,Av. Valle Real,No especificada,No especificado,Zacatecas,98160
227.687.618,-1.026.433.287,Valle de Femés,No especificada,Zacatecas,Zacatecas,98160
2.276.995,-1.026.469.983,Valle de Femés,No especificada,Zacatecas,Zacatecas,98047
227.739.619,-1.026.361.453,Valle de Femés,No especificada,Zacatecas,Zacatecas,98160
227.942.093,-1.026.311.101,Calle no registrada,No especificada,No especificado,Zacatecas,98160
227.938.678,-1.026.311.339,Calle no registrada,No especificada,No especificado,Zacatecas,98047
227.702.948,-1.026.398.106,Calle de La Montaña,No especificada,No especificado,Zacatecas,98160
227.674.853,-1.026.547.167,Calle no registrada,No especificada,No especificado,Zacatecas,98160
227.768.272,-102.630.941,Calle Palma,No especificada,Zacatecas,Zacatecas,98047
227.917.817,-1.026.330.251,Calle Teodoro Batalla,No especificada,No especificado,Zacatecas,98047
227.741.177,-1.026.325.945,Calle Madroño,No especificada,Zacatecas,Zacatecas,98160
227.874.175,-1.026.358.478,Calle no registrada,No especificada,No especificado,Zacatecas,98047
22.775.999,-1.026.345.124,Madroño,No especificada,No especificado,Zacatecas,98160
227.842.707,-1.026.299.442,Calle no registrada,No especificada,No especificado,Zacatecas,98160
227.756.038,-1.026.354.059,Calle Sabino,No especificada,Zacatecas,Zacatecas,98047
227.886.037,-1.026.312.796,Calle no registrada,No especificada,No especificado,Zacatecas,98160
227.707.963,-1.026.488.051,Valle de Femés,No especificada,Zacatecas,Zacatecas,98047
227.907.332,-1.026.283.542,Santa Cruz,No especificada,No especificado,Zacatecas,98160
227.772.798,-1.026.289.459,Carretera Guadalajara - Zacatecas,No especificada,Zacatecas,Zacatecas,98160
22.778.873,-1.026.306.284,Calle no registrada,No especificada,No especificado,Zacatecas,98047
227.920.481,-1.026.312.579,Calle Barrio Chiquito,No especificada,No especificado,Zacatecas,98160
227.572.997,-1.026.566.244,Calle no registrada,No especificada,No especificado,Zacatecas,98160
227.767.865,-1.026.318.424,Calle Simón Bolívar,No especificada,Zacatecas,Zacatecas,98047
227.940.858,-1.026.325.861,Calle Marcelina,No especificada,No especificado,Zacatecas,98160
227.792.538,-1.026.339.649,Calle no registrada,No especificada,No especificado,Zacatecas,98160
227.518.258,-1.025.591.734,Olga Estrada,No especificada,Zacatecas,Zacatecas,98068
227.540.272,-1.025.620.613,Calle Francisco R. Murguía,No especificada,Zacatecas,Zacatecas,98068
227.509.145,-1.025.703.873,Calle no registrada,No especificada,Zacatecas,Zacatecas,98090
22.752.732,-1.025.646.663,Calle Olga Estrada,No especificada,Zacatecas,Zacatecas,98090
227.534.957,-1.025.587.286,Calle no registrada,No especificada,Zacatecas,Zacatecas,98068
227.574.087,-1.025.599.914,Calle no registrada,No especificada,Zacatecas,Zacatecas,98068
227.539.413,-1.025.696.893,Calle no registrada,No especificada,Zacatecas,Zacatecas,98090
227.488.825,-1.025.598.387,Olga Estrada,No especificada,Zacatecas,Zacatecas,98098
227.543.281,-1.025.631.288,Calle no registrada,No especificada,Zacatecas,Zacatecas,98090
227.477.807,-1.025.719.546,Camino a las Antenas,No especificada,Zacatecas,Zacatecas,98085
22.755.459,-1.025.655.004,Calle Ley Federal del Trabajo,No especificada,Zacatecas,Zacatecas,98090
227.492.283,-102.568.872,Calle Manuel Candelas,No especificada,Zacatecas,Zacatecas,98090
227.498.306,-1.025.679.268,Calle no registrada,No especificada,Zacatecas,Zacatecas,98090
22.754.397,-102.562.058,Calle Francisco R. Murguía,No especificada,Zacatecas,Zacatecas,98068
227.533.098,-1.025.698.053,Calle no registrada,No especificada,Zacatecas,Zacatecas,98090
227.501.802,-1.025.697.806,Calle Begonias,No especificada,Zacatecas,Zacatecas,98090
227.533.315,-1.025.734.023,Calle Virreyes,No especificada,Zacatecas,Zacatecas,98090
227.475.288,-1.025.693.757,Calle no registrada,No especificada,Zacatecas,Zacatecas,98090
227.504.366,-1.025.739.471,Calle Camino a Las Antenas,No especificada,Zacatecas,Zacatecas,98090
227.506.293,-102.572.113,Nueva España,No especificada,Zacatecas,Zacatecas,98090
22.751.439,-1.025.745.588,Calle Camino a Las Antenas,No especificada,Zacatecas,Zacatecas,98090
227.494.153,-1.025.686.769,Calle no registrada,No especificada,Zacatecas,Zacatecas,98090
227.556.279,-1.025.628.912,Calle General Pánfilo Natera,No especificada,Zacatecas,Zacatecas,98090
227.486.484,-1.025.728.518,Calle Camino a Las Antenas,No especificada,Zacatecas,Zacatecas,98090
227.516.485,-1.025.716.468,Calle Jerónimo de Aguilar,No especificada,Zacatecas,Zacatecas,98090
227.527.092,-1.025.713.045,Calle Bartolomé de las Casas,No especificada,Zacatecas,Zacatecas,98090
227.503.353,-1.025.697.593,Calle Begonias,No especificada,Zacatecas,Zacatecas,98090
227.506.906,-1.025.749.647,Calle Camino a Las Antenas,No especificada,Zacatecas,Zacatecas,98090
227.502.287,-1.025.714.026,Calle Claveles,No especificada,Zacatecas,Zacatecas,98090
227.526.611,-1.025.739.741,Calle Camino a Las Antenas,No especificada,Zacatecas,Zacatecas,98090
227.541.555,-1.025.574.231,Calle no registrada,No especificada,Zacatecas,Zacatecas,98098
227.469.609,-1.025.720.282,Camino a las Antenas,No especificada,Zacatecas,Zacatecas,98085
227.477.725,-1.025.684.439,Calle Manuel Candelas,No especificada,Zacatecas,Zacatecas,98090
227.535.714,-1.025.574.925,Calle no registrada,No especificada,Zacatecas,Zacatecas,98098
227.542.879,-1.025.710.149,Calle Cristóbal de Oñate,No especificada,Zacatecas,Zacatecas,98090
227.525.728,-1.025.727.714,Calle Juan de Grijalva,No especificada,Zacatecas,Zacatecas,98090
227.529.142,-1.025.645.567,Calle no registrada,No especificada,Zacatecas,Zacatecas,98090
227.525.632,-1.025.638.458,Calle Cervantes Corona,No especificada,Zacatecas,Zacatecas,98090
227.541.743,-1.025.603.489,Calle Francisco R. Murguía,No especificada,Zacatecas,Zacatecas,98090
22.750.504,-1.025.686.462,Calle no registrada,No especificada,Zacatecas,Zacatecas,98090
227.529.663,-1.025.613.692,Calle Juan Aldama,No especificada,Zacatecas,Zacatecas,98068
227.533.296,-1.025.698.674,Calle Cristóbal de Oñate,No especificada,Zacatecas,Zacatecas,98090
227.474.861,-1.025.692.836,Calle no registrada,No especificada,Zacatecas,Zacatecas,98090
227.527.153,-1.025.705.182,Calle Bernal Díaz del Castillo,No especificada,Zacatecas,Zacatecas,98090
227.572.712,-1.025.593.596,Calle no registrada,No especificada,Zacatecas,Zacatecas,98098
227.556.128,-1.025.706.124,Calle no registrada,No especificada,Zacatecas,Zacatecas,98090
227.545.461,-1.025.643.582,Guadalupe Victoria,No especificada,Zacatecas,Zacatecas,98090
227.491.837,-1.025.740.574,Calle Camino a Las Antenas,No especificada,Zacatecas,Zacatecas,98090
227.534.165,-1.025.682.333,Calle Mártires de Chicago,No especificada,Zacatecas,Zacatecas,98090
227.537.622,-1.025.705.636,Calle Cristóbal de Oñate,No especificada,Zacatecas,Zacatecas,98090
227.613.206,-1.025.036.148,Privada Álamos,No especificada,Guadalupe,Zacatecas,98615
227.596.861,-1.025.121.639,Calle no registrada,No especificada,Guadalupe,Zacatecas,98613
227.600.212,-1.025.213.394,Avenida California,No especificada,Guadalupe,Zacatecas,98613
227.574.551,-1.025.177.856,Calle del Profesor César León,No especificada,Guadalupe,Zacatecas,98613
227.665.459,-1.025.144.855,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.635.363,-1.025.144.287,Calle Diana Laura Riojas,No especificada,Guadalupe,Zacatecas,98613
227.636.967,-102.509.832,Calle Nuevo León,No especificada,Guadalupe,Zacatecas,98615
227.694.707,-1.025.107.784,Calle Coronela,No especificada,Guadalupe,Zacatecas,98615
22.768.696,-10.251.198,Calle Toma de Zacatecas,No especificada,Guadalupe,Zacatecas,98615
227.620.139,-1.025.150.247,Calle no registrada,No especificada,Guadalupe,Zacatecas,98613
227.566.265,-1.025.156.521,Calle no registrada,No especificada,Guadalupe,Zacatecas,98613
227.586.143,-1.025.150.592,Calle Tierra y Libertad,No especificada,Guadalupe,Zacatecas,98613
227.679.054,-1.025.038.559,Privada Ex-Convento de Churubusco,No especificada,Guadalupe,Zacatecas,98615
227.662.941,-1.025.099.744,Avenida De la Paz,No especificada,Guadalupe,Zacatecas,98615
227.683.791,-1.025.060.942,Calle Tanzania,No especificada,Guadalupe,Zacatecas,98615
227.677.741,-1.025.051.041,Convento de Santa Rosa de Lima,No especificada,Guadalupe,Zacatecas,98615
22.768.182,-1.025.047.917,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
22.762.164,-1.025.192.398,Calle 16 de Septiembre,No especificada,Guadalupe,Zacatecas,98613
227.711.394,-1.025.094.668,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.648.999,-1.025.062.239,Del Bosque,No especificada,Guadalupe,Zacatecas,98615
227.677.931,-1.025.046.095,Privada Ex-Convento de Singuilucan,No especificada,Guadalupe,Zacatecas,98615
227.695.765,-1.025.087.017,Calle Toma de Zacatecas,No especificada,Guadalupe,Zacatecas,98615
227.606.962,-1.025.212.306,Andador Faro,No especificada,Guadalupe,Zacatecas,98613
227.697.991,-1.025.051.063,Calle Tanzania,No especificada,Guadalupe,Zacatecas,98615
227.636.982,-1.025.094.253,Calle Nuevo León,No especificada,Guadalupe,Zacatecas,98615
227.651.951,-102.504.969,Convento de San Andres Calpan,No especificada,Guadalupe,Zacatecas,98615
227.642.955,-1.025.100.137,Calle Manuel Rodríguez,No especificada,Guadalupe,Zacatecas,98615
2.276.004,-1.025.115.706,Lázaro Cárdenas,No especificada,Guadalupe,Zacatecas,98613
227.591.673,-1.025.077.089,Calle Segunda de Benito Juárez,No especificada,Guadalupe,Zacatecas,98615
227.612.738,-1.025.170.191,Calle 12 de Octubre,No especificada,Guadalupe,Zacatecas,98613
22.757.774,-1.025.100.712,Calle Rodríguez Elías,No especificada,Guadalupe,Zacatecas,98613
227.587.574,-1.025.059.443,Calle no registrada,No especificada,Guadalupe,Zacatecas,98615
227.633.543,-1.025.090.684,Lázaro Cárdenas,No especificada,Guadalupe,Zacatecas,98615
227.630.483,-1.025.195.788,Calle no registrada,No especificada,Guadalupe,Zacatecas,98613
227.630.941,-1.025.048.859,Calle del Maíz,No especificada,Guadalupe,Zacatecas,98615
227.572.453,-1.025.091.911,Calle Rodríguez Elías,No especificada,Guadalupe,Zacatecas,98613
227.605.647,-1.025.132.799,Calle PRD,No especificada,Guadalupe,Zacatecas,98613
227.628.327,-1.025.092.672,Calle Guadalupe,No especificada,Guadalupe,Zacatecas,98615
227.656.544,-1.025.151.957,Calle 6 de Enero,No especificada,Guadalupe,Zacatecas,98613
227.633.511,-1.025.109.513,Calle 5 de Mayo,No especificada,Guadalupe,Zacatecas,98615
